Dataset,Model,class_ent,eq_num_attr,gravity,inst_to_attr,nr_attr,nr_bin,nr_class,nr_cor_attr,nr_inst,nr_norm,nr_outliers,ns_ratio,Processing Units Number,Training Operations,Prediction Operations,Active Regularization Mechanisms,Robust to Outliers,MCC
KPI-KQI,Perceptron,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,4.836281906951478,7.6708948313621175,2.5649493574615367,0,1,0.6651452889791302
KPI-KQI,QDA,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,6.841615476477592,10.235844188823654,5.1298987149230735,1,0,0.8926811401840967
KPI-KQI,Ridge,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,4.836281906951478,10.235844188823654,2.5649493574615367,1,0,0.8652376451460234
KPI-KQI,SGD,3.143139046724287,2.6015120714122686,202.121233349934,12.692307692307692,13,0,9,0.0897435897435897,165,0.0,9,0.9134840453670108,4.836281906951478,7.6708948313621175,2.5649493574615367,1,1,0.8771536702453926
MQTTEEB-D,AdaBoost,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,5.0106352940962555,19.40306029463142,3.912023005428146,0,0,0.4118674312386026
MQTTEEB-D,Bagging,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,16.918151398326362,22.2802278515351,6.789190562331826,0,2,0.8949229955611679
MQTTEEB-D,BernoulliNB,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,5.0106352940962555,15.491037289203273,3.1780538303479458,1,0,0.2093089890238733
MQTTEEB-D,DNN,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,3.871201010907891,16.184184469763217,3.871201010907891,1,0,1.5058809150226011e-05
MQTTEEB-D,DT,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,13.006128392898216,18.368204846106952,2.87716755690368,0,2,0.8927250931339531
MQTTEEB-D,ExtraTree,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,13.006128392898216,18.368204846106952,2.87716755690368,0,2,0.8841476379601013
MQTTEEB-D,FT-Transformer,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,5.950642552587727,18.263626011443055,5.950642552587727,2,0,0.2046275732627276
MQTTEEB-D,GaussianNB,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,5.683579767338681,15.491037289203273,3.1780538303479458,0,0,0.1131180349242593
MQTTEEB-D,KNN,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,5.575949103146316,15.491037289203273,15.491037289203273,0,0,0.883143214073176
MQTTEEB-D,LDA,2.141701568768407,14.83599835004284,12645.819710025931,9273.625,24,20,6,0.1268115942028985,222567,12.0,17,4.826301270943615,6.095824562432225,18.66909111955122,3.1780538303479458,0,0,0.0842193094715748
